Time,Action,Data
2018/11/19 20:36:58,Create,"{u'description': u'Watch people play darts', u'title': u'People playing darts', u'url': u'https://web.stanford.edu/~masaba/204project/difficulty_task.html', u'assignment_duration': u'1 hour', u'qualifications': {u'location': u'US', u'approval_percentage': 95}, u'frame_height': 450, u'keywords': u'survey, psychology', u'auto_approval_delay': u'15 minutes', u'reward': 3}"
